host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
199466039,Manhattan,40.77574,-73.95331,Entire home/apt,229,1,1,3,266
179336958,Manhattan,40.74667,-73.98513,Private room,120,3,1,6,364
265866685,Brooklyn,40.69888,-73.93075,Entire home/apt,249,7,2,2,179
264043510,Queens,40.66199,-73.76345,Private room,95,1,2,6,365
220865756,Brooklyn,40.63331,-74.01975,Private room,99,5,0,2,37
224614531,Brooklyn,40.69161,-73.94703,Entire home/apt,200,2,1,2,5
247335568,Queens,40.74922,-73.94048,Entire home/apt,150,3,0,7,19
213208277,Brooklyn,40.64212,-73.99361,Shared room,30,5,2,8,333
226927431,Manhattan,40.76665,-73.95398,Private room,140,4,2,2,42
264043510,Queens,40.66292,-73.76242,Private room,70,1,5,6,365
264043510,Queens,40.66222,-73.76324,Private room,41,2,1,6,365
220865756,Brooklyn,40.63486,-74.02122,Private room,75,5,0,2,15
264043510,Queens,40.6626,-73.76349,Private room,90,1,1,6,365
241889662,Manhattan,40.73766,-74.00448,Private room,999,1,2,5,321
260688089,Brooklyn,40.67815,-73.92534,Private room,60,1,1,2,147
260688089,Brooklyn,40.67864,-73.92362,Private room,60,1,4,2,166
63866600,Brooklyn,40.6297,-74.0302,Private room,80,1,2,3,344
63866600,Brooklyn,40.63066,-74.03136,Private room,80,1,5,3,361
264732469,Brooklyn,40.67816,-73.92368,Private room,60,1,4,2,173
22412963,Manhattan,40.74216,-73.99363,Entire home/apt,180,1,1,3,210
221213143,Manhattan,40.74217,-73.98398,Entire home/apt,299,1,0,9,339
133005440,Brooklyn,40.68253,-73.96599,Entire home/apt,125,2,6,2,241
264732469,Brooklyn,40.67838,-73.92349,Private room,60,1,3,2,176
266092932,Manhattan,40.75606,-73.99374,Entire home/apt,279,2,3,2,221
135563904,Queens,40.70527,-73.91075,Private room,180,1,0,3,76
130617332,Manhattan,40.81144,-73.94386,Private room,85,3,0,3,244
259669775,Brooklyn,40.60795,-73.95218,Entire home/apt,120,2,3,2,103
16830841,Manhattan,40.76372,-73.98182,Private room,358,1,2,5,322
96664487,Brooklyn,40.68864,-73.91614,Entire home/apt,175,3,1,3,358
206451695,Manhattan,40.76124,-73.99611,Entire home/apt,450,2,0,3,365
10664416,Brooklyn,40.68598,-73.91997,Entire home/apt,200,3,0,2,41
69700229,Queens,40.68158,-73.7755,Private room,75,1,0,3,364
69700229,Queens,40.68144,-73.77739,Entire home/apt,250,1,0,3,22
265057419,Brooklyn,40.67201,-73.86944,Private room,70,3,0,2,363
153434419,Manhattan,40.81433,-73.94255,Private room,75,5,1,3,246
153434419,Manhattan,40.81369,-73.94239,Private room,95,5,0,3,265
153434419,Manhattan,40.81389,-73.94239,Private room,100,5,1,3,260
75017049,Brooklyn,40.66509,-73.98325,Private room,100,31,0,2,119
9843389,Brooklyn,40.70929,-73.95523,Private room,75,1,2,2,260
25352847,Brooklyn,40.71452,-73.9534,Entire home/apt,250,1,1,2,64
201884425,Brooklyn,40.68207,-73.87358,Entire home/apt,82,5,1,3,29
23217966,Queens,40.70587,-73.81342,Private room,45,2,4,2,76
7728754,Brooklyn,40.67575,-73.94299,Entire home/apt,100,3,0,4,278
7728754,Brooklyn,40.67125,-73.94006,Entire home/apt,90,3,0,4,256
23878336,Bronx,40.8703,-73.89313,Entire home/apt,168,3,0,10,337
1903663,Brooklyn,40.68805,-73.95954,Private room,125,3,1,2,365
109231531,Manhattan,40.84274,-73.94219,Private room,90,1,0,2,179
109231531,Manhattan,40.84414,-73.94099,Private room,90,1,0,2,179
115771987,Manhattan,40.70723,-74.01045,Entire home/apt,215,30,0,6,299
12276549,Brooklyn,40.67376,-73.95816,Entire home/apt,250,3,0,2,8
115771987,Manhattan,40.70678,-74.0091,Entire home/apt,170,30,0,6,221
28808740,Manhattan,40.76426,-73.98945,Private room,94,3,1,2,20
5541374,Brooklyn,40.68635,-73.91482,Private room,195,4,0,5,274
115771987,Manhattan,40.70569,-74.00974,Entire home/apt,175,30,0,6,317
256544529,Brooklyn,40.68624,-73.92109,Entire home/apt,400,2,0,3,226
107724585,Manhattan,40.71232,-74.00689,Entire home/apt,185,30,0,2,58
256544529,Brooklyn,40.68722,-73.91962,Entire home/apt,150,1,3,3,312
21216008,Queens,40.75009,-73.87799,Shared room,30,1,3,4,350
263676349,Manhattan,40.75711,-73.99674,Private room,119,3,1,2,30
178272943,Queens,40.67162,-73.77919,Private room,65,1,0,4,74
107724585,Manhattan,40.71035,-74.00734,Entire home/apt,185,30,0,2,346
23217966,Queens,40.70415,-73.81558,Private room,35,2,6,2,38
266645207,Queens,40.66206,-73.74962,Private room,75,1,0,2,180
8119817,Brooklyn,40.71601,-73.9413,Private room,80,1,1,2,23
266726110,Manhattan,40.80463,-73.95655,Private room,88,30,0,7,360
266726110,Manhattan,40.80348,-73.95671,Private room,89,30,0,7,360
102292061,Brooklyn,40.58625,-73.94591,Private room,50,1,8,3,75
266726110,Manhattan,40.80485,-73.9581,Private room,88,30,0,7,364
266726110,Manhattan,40.80494,-73.95588,Private room,89,30,2,7,361
266726110,Manhattan,40.80315,-73.95616,Private room,88,30,0,7,364
266726110,Manhattan,40.80445,-73.9567,Private room,88,30,0,7,360
23878336,Bronx,40.86963,-73.89465,Private room,79,3,0,10,69
63227531,Staten Island,40.62845,-74.12294,Entire home/apt,99,2,1,2,342
23878336,Bronx,40.87085,-73.89318,Private room,58,3,0,10,75
266726110,Manhattan,40.80322,-73.95673,Private room,89,30,0,7,305
266749340,Brooklyn,40.68919,-73.92553,Entire home/apt,190,1,3,2,269
23878336,Bronx,40.86947,-73.89389,Private room,55,3,0,10,86
23878336,Bronx,40.87066,-73.89317,Private room,55,3,0,10,89
259207391,Queens,40.67634,-73.79687,Private room,65,1,3,3,357
257879526,Brooklyn,40.65926,-73.93468,Private room,60,2,1,2,343
13954138,Brooklyn,40.6949,-73.91636,Private room,60,7,0,2,15
1355112,Brooklyn,40.68875,-73.96725,Entire home/apt,300,5,0,2,209
230192510,Brooklyn,40.69757,-73.97557,Private room,48,30,0,25,347
230192510,Brooklyn,40.69611,-73.97542,Private room,48,30,0,25,333
230192510,Brooklyn,40.69747,-73.97506,Private room,48,30,0,25,310
230192510,Brooklyn,40.69632,-73.97396,Private room,48,30,0,25,68
230192510,Brooklyn,40.69696,-73.97496,Private room,48,30,0,25,219
230192510,Brooklyn,40.69698,-73.97412,Private room,48,30,0,25,340
230192510,Brooklyn,40.69617,-73.97532,Private room,48,30,0,25,341
230192510,Brooklyn,40.69749,-73.97551,Private room,48,30,0,25,257
230192510,Brooklyn,40.69634,-73.97393,Private room,48,30,0,25,342
230192510,Brooklyn,40.6971,-73.97523,Private room,48,30,0,25,305
230192510,Brooklyn,40.69774,-73.97502,Private room,48,30,0,25,341
230192510,Brooklyn,40.69706,-73.974,Private room,48,30,0,25,67
230192510,Brooklyn,40.69768,-73.97564,Private room,48,30,0,25,337
230192510,Brooklyn,40.69633,-73.97361,Private room,48,30,0,25,334
230192510,Brooklyn,40.69693,-73.97396,Private room,48,30,0,25,66
230192510,Brooklyn,40.69632,-73.97553,Private room,48,30,0,25,342
230192510,Brooklyn,40.69706,-73.97498,Private room,48,30,0,25,189
22541573,Manhattan,40.74,-74.004,Entire home/apt,209,30,0,87,364
259427246,Brooklyn,40.67813,-73.92904,Private room,38,5,1,3,356
194804585,Queens,40.75268,-73.88595,Private room,55,1,4,2,308
199466039,Manhattan,40.77664,-73.95481,Entire home/apt,349,1,0,3,346
241985816,Queens,40.76842,-73.90633,Private room,100,1,2,3,179
4107600,Brooklyn,40.70385,-73.91694,Private room,55,2,0,3,314
27668092,Brooklyn,40.69339,-73.90647,Private room,60,3,1,3,72
602359,Brooklyn,40.6938,-73.97404,Entire home/apt,150,3,1,2,107
153371127,Queens,40.74908,-73.87961,Shared room,28,1,0,2,341
179478172,Brooklyn,40.65175,-73.96208,Shared room,25,10,1,3,299
179478172,Brooklyn,40.65022,-73.96281,Shared room,25,4,1,3,334
179478172,Brooklyn,40.64946,-73.96041,Shared room,25,10,0,3,341
133802988,Queens,40.7046,-73.90215,Shared room,38,30,0,6,358
248161322,Brooklyn,40.7003,-73.9406,Shared room,35,30,0,14,320
243367528,Queens,40.76599,-73.91225,Private room,100,1,9,7,253
237729032,Brooklyn,40.67807,-73.8794,Private room,60,3,0,2,365
264296595,Queens,40.75811,-73.82504,Shared room,69,1,2,3,355
248161322,Brooklyn,40.69935,-73.93889,Private room,63,30,0,14,311
248161322,Brooklyn,40.70024,-73.9392,Private room,64,30,0,14,343
248161322,Brooklyn,40.70109,-73.93952,Private room,79,30,0,14,365
157430725,Manhattan,40.76581,-73.98867,Entire home/apt,150,1,6,3,222
266998393,Brooklyn,40.69424,-73.91847,Private room,35,3,0,3,275
27636707,Manhattan,40.73325,-74.00583,Entire home/apt,200,3,0,5,294
266522456,Manhattan,40.80155,-73.96732,Private room,150,1,7,3,135
266531875,Brooklyn,40.69403,-73.91991,Entire home/apt,475,2,3,3,343
266531875,Brooklyn,40.69222,-73.91971,Entire home/apt,200,2,2,3,351
266531875,Brooklyn,40.69383,-73.91878,Entire home/apt,650,2,1,3,338
16334409,Manhattan,40.79495,-73.93335,Entire home/apt,89,24,0,2,36
266992480,Manhattan,40.76573,-73.98897,Entire home/apt,500,3,14,2,45
266522456,Manhattan,40.8014,-73.96563,Private room,130,1,9,3,79
602359,Brooklyn,40.69235,-73.97369,Private room,95,2,2,2,164
267144101,Manhattan,40.70612,-74.00464,Private room,145,1,0,2,83
256502464,Manhattan,40.82817,-73.94598,Private room,55,1,1,3,35
151810361,Queens,40.76316,-73.82337,Private room,99,1,4,6,364
256502464,Manhattan,40.82784,-73.94559,Private room,55,1,0,3,21
204915695,Brooklyn,40.63851,-74.00843,Private room,50,3,0,2,158
81127692,Brooklyn,40.64434,-73.95288,Private room,50,3,0,2,311
102292061,Brooklyn,40.58567,-73.94501,Private room,50,1,6,3,83
26071530,Brooklyn,40.67711,-73.95,Private room,100,2,0,2,20
241985816,Queens,40.76822,-73.90783,Private room,85,1,1,3,60
267223765,Brooklyn,40.64685,-73.96102,Private room,50,1,3,3,348
266749340,Brooklyn,40.68971,-73.92527,Entire home/apt,190,1,1,2,311
16608415,Brooklyn,40.66524,-73.89052,Private room,120,1,0,3,103
260895286,Manhattan,40.78642,-73.97723,Private room,90,3,0,2,112
267272502,Bronx,40.84308,-73.90652,Private room,67,3,0,2,113
264478123,Manhattan,40.7207,-74.00034,Private room,100,1,0,4,353
264478123,Manhattan,40.72109,-73.99972,Private room,100,1,0,4,350
264478123,Manhattan,40.72085,-73.99966,Private room,100,1,0,4,352
264478123,Manhattan,40.72254,-73.99985,Private room,100,1,0,4,293
107716952,Queens,40.69128,-73.80864,Entire home/apt,50,1,4,2,119
263504959,Queens,40.69158,-73.86578,Private room,50,1,6,8,273
239139334,Queens,40.76883,-73.78707,Private room,49,1,4,3,345
13500337,Brooklyn,40.6666,-73.89112,Private room,55,2,0,2,179
85400172,Brooklyn,40.6752,-73.94851,Private room,95,3,1,2,360
253571094,Queens,40.75809,-73.91271,Private room,50,2,3,2,330
7309232,Manhattan,40.80391,-73.9361,Entire home/apt,300,3,1,3,302
257683179,Queens,40.76135,-73.80724,Private room,35,1,0,6,7
210800401,Manhattan,40.84655,-73.93332,Private room,60,3,0,2,81
119155499,Brooklyn,40.69405,-73.92642,Private room,49,5,0,4,134
151810361,Queens,40.76313,-73.8234,Private room,99,1,4,6,365
6048765,Manhattan,40.81868,-73.93937,Private room,67,3,0,2,88
267223765,Brooklyn,40.64936,-73.96061,Private room,50,1,2,3,342
257647514,Brooklyn,40.69175,-73.90932,Entire home/apt,250,2,1,2,9
265057419,Brooklyn,40.67072,-73.86947,Private room,68,3,0,2,363
265662009,Manhattan,40.77065,-73.96675,Entire home/apt,180,7,0,3,270
267405973,Queens,40.70126,-73.90292,Entire home/apt,110,20,0,2,161
159811367,Brooklyn,40.69483,-73.94059,Shared room,32,30,0,10,324
267144101,Manhattan,40.70737,-74.00622,Private room,145,1,0,2,35
266522456,Manhattan,40.80102,-73.96669,Private room,60,1,3,3,130
265422938,Queens,40.74887,-73.93829,Private room,149,2,0,2,53
50278442,Manhattan,40.80478,-73.96665,Private room,70,30,0,3,225
21400616,Brooklyn,40.67718,-73.93524,Entire home/apt,67,1,0,2,300
83132880,Queens,40.73877,-73.8946,Private room,129,2,0,4,316
50278442,Manhattan,40.80482,-73.96493,Private room,70,30,0,3,339
2196491,Manhattan,40.75692,-73.98373,Entire home/apt,140,30,0,3,116
73066515,Brooklyn,40.69463,-73.94546,Private room,46,3,1,3,81
1394543,Brooklyn,40.6524,-73.96314,Private room,59,1,1,2,24
893308,Brooklyn,40.70545,-73.93273,Private room,75,3,3,3,13
893308,Brooklyn,40.70519,-73.93418,Private room,75,3,1,3,13
893308,Brooklyn,40.7055,-73.93437,Entire home/apt,145,5,1,3,17
163625145,Brooklyn,40.64265,-73.99138,Private room,46,2,1,3,163
28891151,Brooklyn,40.67054,-73.89002,Private room,79,2,1,4,90
265424495,Manhattan,40.80369,-73.94764,Entire home/apt,150,1,0,2,14
167025338,Manhattan,40.773,-73.94759,Private room,90,8,0,2,77
255259069,Manhattan,40.82623,-73.95271,Entire home/apt,135,31,2,2,184
247335568,Queens,40.74762,-73.94278,Entire home/apt,160,3,0,7,23
255259069,Manhattan,40.82586,-73.95296,Entire home/apt,130,31,0,2,333
243660343,Manhattan,40.82593,-73.95075,Entire home/apt,144,30,1,2,223
243660343,Manhattan,40.82549,-73.95133,Entire home/apt,115,30,0,2,211
163625145,Brooklyn,40.64468,-73.99026,Private room,46,2,2,3,180
163625145,Brooklyn,40.64405,-73.99125,Private room,38,2,0,3,171
61396454,Manhattan,40.75424,-73.96416,Entire home/apt,300,30,0,14,338
159598333,Manhattan,40.78166,-73.94593,Entire home/apt,99,30,0,5,344
221200420,Manhattan,40.74385,-73.97219,Entire home/apt,400,30,0,23,211
221200420,Manhattan,40.74422,-73.97261,Entire home/apt,350,30,0,23,331
221200420,Manhattan,40.74336,-73.97143,Entire home/apt,350,30,0,23,327
221200420,Manhattan,40.74399,-73.97204,Entire home/apt,200,30,0,23,365
221200420,Manhattan,40.74405,-73.97349,Entire home/apt,200,30,0,23,365
221200420,Manhattan,40.74419,-73.97195,Entire home/apt,175,30,0,23,353
265901814,Manhattan,40.73613,-73.9987,Private room,125,1,0,2,75
221200420,Manhattan,40.74424,-73.97272,Entire home/apt,190,30,0,23,343
182954454,Queens,40.66969,-73.77464,Private room,75,2,0,2,90
260895286,Manhattan,40.7846,-73.97636,Private room,90,3,0,2,24
82406306,Manhattan,40.79879,-73.94202,Private room,85,2,1,2,36
267912902,Brooklyn,40.62317,-73.98873,Private room,39,3,0,2,179
264862581,Queens,40.68036,-73.72716,Private room,75,1,3,3,90
21261408,Brooklyn,40.68981,-73.9604,Shared room,37,1,4,6,344
251969263,Queens,40.70022,-73.89597,Private room,54,1,0,2,29
6885157,Brooklyn,40.68382,-73.95022,Private room,45,1,3,15,188
241454071,Bronx,40.81879,-73.88646,Private room,35,2,1,2,59
145082728,Brooklyn,40.68091,-73.95006,Entire home/apt,350,2,1,2,0
257879526,Brooklyn,40.65982,-73.93468,Private room,54,2,0,2,336
153141476,Queens,40.70762,-73.81453,Entire home/apt,78,1,5,3,326
130617332,Manhattan,40.81173,-73.94213,Private room,80,3,0,3,170
83132880,Queens,40.73953,-73.89499,Private room,56,1,0,4,304
28891151,Brooklyn,40.66772,-73.88813,Private room,75,2,2,4,349
83132880,Queens,40.73859,-73.89534,Private room,49,2,0,4,307
51985960,Brooklyn,40.70748,-73.92835,Private room,40,3,0,2,34
154268909,Queens,40.74006,-73.7169,Entire home/apt,240,2,0,2,159
268110281,Brooklyn,40.69172,-73.9113,Shared room,49,30,0,3,365
268122129,Brooklyn,40.70087,-73.94075,Shared room,35,30,0,5,341
268135013,Brooklyn,40.69463,-73.92707,Entire home/apt,475,1,1,6,9
247628698,Manhattan,40.76073,-73.99032,Private room,140,4,1,2,34
16830841,Manhattan,40.76391,-73.98028,Private room,358,1,0,5,349
16830841,Manhattan,40.76553,-73.98148,Private room,358,1,0,5,353
117365574,Manhattan,40.74946,-73.99627,Private room,85,1,1,5,261
13830544,Brooklyn,40.69524,-73.93234,Private room,54,4,2,3,330
266998393,Brooklyn,40.69423,-73.91945,Private room,40,3,1,3,96
267272502,Bronx,40.84346,-73.90554,Private room,55,3,0,2,140
268110281,Brooklyn,40.69258,-73.91168,Shared room,32,30,0,3,330
268110281,Brooklyn,40.69208,-73.91296,Private room,58,30,0,3,340
268122129,Brooklyn,40.6997,-73.93944,Shared room,45,30,0,5,302
13813923,Queens,40.74383,-73.951,Private room,55,1,2,2,293
222549093,Manhattan,40.81668,-73.9569,Private room,65,1,1,3,17
101970559,Brooklyn,40.6922,-73.90563,Shared room,31,30,0,6,333
268122129,Brooklyn,40.69965,-73.93909,Shared room,35,30,0,5,357
268122129,Brooklyn,40.70125,-73.93915,Private room,72,30,0,5,341
159811367,Brooklyn,40.69485,-73.94005,Shared room,34,30,0,10,341
268122129,Brooklyn,40.70105,-73.93954,Private room,80,30,0,5,343
42730216,Manhattan,40.76569,-73.95829,Entire home/apt,130,3,0,2,42
263994272,Brooklyn,40.6871,-73.94651,Private room,100,1,0,3,178
241985816,Queens,40.76847,-73.90852,Private room,100,1,1,3,89
268352337,Manhattan,40.76374,-73.98844,Entire home/apt,450,1,1,2,360
71276635,Manhattan,40.84143,-73.94569,Entire home/apt,235,1,0,5,338
4077292,Brooklyn,40.69698,-73.90774,Private room,65,3,0,2,364
35783912,Bronx,40.86269,-73.89073,Private room,39,3,0,8,170
88171838,Brooklyn,40.6346,-74.03022,Private room,99,2,1,4,169
268394581,Brooklyn,40.69134,-73.93288,Private room,75,1,2,3,139
263322673,Manhattan,40.72546,-74.0008,Private room,75,14,0,2,133
9843389,Brooklyn,40.70816,-73.95591,Private room,100,1,1,2,27
268135013,Brooklyn,40.6944,-73.92531,Private room,69,1,1,6,170
267912902,Brooklyn,40.62434,-73.98821,Private room,80,3,1,2,179
1100494,Manhattan,40.82292,-73.95598,Private room,50,30,0,3,338
83132880,Queens,40.73888,-73.89486,Private room,49,1,0,4,321
175730239,Queens,40.73902,-73.92686,Private room,59,3,2,12,353
1172202,Queens,40.77012,-73.90919,Private room,80,1,0,5,19
268468020,Brooklyn,40.641,-73.93467,Entire home/apt,98,1,0,2,88
20086738,Brooklyn,40.68028,-73.91829,Private room,105,2,0,2,17
96659533,Brooklyn,40.69429,-73.91385,Private room,70,2,2,2,331
13830544,Brooklyn,40.69386,-73.93256,Private room,52,4,1,3,325
175730239,Queens,40.74083,-73.92821,Shared room,30,3,0,12,360
4205261,Brooklyn,40.68729,-73.96766,Entire home/apt,125,2,0,2,37
268572259,Brooklyn,40.70322,-73.92718,Private room,79,30,1,3,297
238324936,Manhattan,40.765,-73.98737,Entire home/apt,300,1,0,3,334
175730239,Queens,40.73996,-73.92829,Shared room,30,3,2,12,354
268572259,Brooklyn,40.70483,-73.92565,Private room,79,30,1,3,365
268135013,Brooklyn,40.69624,-73.92554,Private room,59,1,4,6,160
175730239,Queens,40.74064,-73.92871,Shared room,30,3,0,12,351
16342788,Brooklyn,40.7069,-73.94521,Private room,79,1,0,2,342
268585880,Brooklyn,40.71564,-73.94497,Entire home/apt,80,1,0,2,2
175730239,Queens,40.74088,-73.92726,Shared room,30,3,1,12,358
175730239,Queens,40.7389,-73.92792,Private room,89,1,0,12,365
175730239,Queens,40.739,-73.92796,Shared room,30,3,0,12,360
268585880,Brooklyn,40.71659,-73.94397,Entire home/apt,80,1,0,2,1
6270968,Brooklyn,40.68364,-73.94067,Private room,43,3,0,2,320
12549759,Brooklyn,40.68575,-73.92046,Entire home/apt,260,2,1,2,36
224731704,Manhattan,40.7655,-73.98871,Entire home/apt,300,1,0,3,350
175730239,Queens,40.73883,-73.92698,Shared room,30,3,2,12,327
218335154,Manhattan,40.74339,-73.98205,Entire home/apt,250,1,0,2,360
218335154,Manhattan,40.74335,-73.98287,Entire home/apt,250,1,3,2,360
63272360,Queens,40.6935,-73.86837,Entire home/apt,145,3,0,6,8
63272360,Queens,40.69343,-73.86745,Private room,60,3,0,6,50
112799848,Manhattan,40.76433,-73.993,Entire home/apt,300,1,0,3,342
63272360,Queens,40.69482,-73.86747,Private room,60,3,0,6,41
268352337,Manhattan,40.76494,-73.98874,Entire home/apt,250,1,0,2,360
268276813,Manhattan,40.76565,-73.99392,Private room,150,1,0,3,365
12549759,Brooklyn,40.68656,-73.91921,Entire home/apt,160,4,2,2,34
259207391,Queens,40.67632,-73.79856,Private room,70,1,3,3,174
268276813,Manhattan,40.7639,-73.99542,Private room,150,1,0,3,362
268276813,Manhattan,40.7645,-73.99434,Entire home/apt,300,1,0,3,362
75285802,Manhattan,40.78861,-73.94523,Entire home/apt,150,4,0,2,35
261761196,Manhattan,40.76542,-73.98192,Private room,300,1,0,8,321
261761196,Manhattan,40.76523,-73.98049,Private room,250,1,0,8,306
261761196,Manhattan,40.76546,-73.9806,Private room,300,1,0,8,317
175730239,Queens,40.73864,-73.92728,Shared room,30,3,2,12,361
71276635,Manhattan,40.83571,-73.94179,Entire home/apt,750,1,1,5,364
101771985,Manhattan,40.8076,-73.94886,Private room,80,1,0,3,127
17601262,Brooklyn,40.6509,-73.95108,Entire home/apt,200,3,0,2,324
175730239,Queens,40.73913,-73.92692,Shared room,30,3,0,12,359
175730239,Queens,40.73997,-73.92655,Shared room,30,3,1,12,345
175730239,Queens,40.74033,-73.92646,Shared room,30,3,2,12,350
128843123,Brooklyn,40.66784,-73.88575,Private room,45,1,0,2,365
14563616,Manhattan,40.73724,-73.99429,Entire home/apt,249,1,5,2,125
128843123,Brooklyn,40.66588,-73.891,Private room,48,1,1,2,334
265422938,Queens,40.74639,-73.9435,Private room,149,2,0,2,23
222287033,Brooklyn,40.71151,-73.96515,Entire home/apt,350,3,2,5,347
122178596,Brooklyn,40.62948,-73.94088,Entire home/apt,195,2,0,3,80
268468020,Brooklyn,40.64262,-73.93621,Private room,101,1,0,2,116
268757078,Brooklyn,40.6456,-73.95065,Private room,40,1,1,2,151
101771985,Manhattan,40.80609,-73.9484,Private room,90,1,0,3,121
268757078,Brooklyn,40.64457,-73.94915,Private room,35,1,3,2,171
102263916,Staten Island,40.63281,-74.09132,Private room,50,1,4,2,84
268784513,Queens,40.75938,-73.88219,Private room,70,1,8,3,342
268796947,Queens,40.75267,-73.93111,Private room,59,1,0,5,351
28580275,Manhattan,40.75823,-73.96509,Entire home/apt,290,1,0,4,286
268198789,Brooklyn,40.67804,-73.86761,Private room,48,2,1,2,348
220125576,Queens,40.6726,-73.84567,Entire home/apt,85,3,1,3,52
9510645,Brooklyn,40.70205,-73.92798,Entire home/apt,225,2,0,2,161
4129805,Manhattan,40.73286,-74.00244,Entire home/apt,175,2,2,5,79
6524762,Manhattan,40.76303,-73.97896,Entire home/apt,380,1,0,3,364
122178596,Brooklyn,40.62806,-73.94137,Entire home/apt,649,1,0,3,64
6524762,Manhattan,40.76218,-73.98002,Entire home/apt,380,2,0,3,2
265866685,Brooklyn,40.69796,-73.92915,Entire home/apt,198,30,0,2,179
267405973,Queens,40.70141,-73.90415,Entire home/apt,195,18,0,2,347
73670512,Brooklyn,40.59301,-73.975,Entire home/apt,140,3,3,2,222
261187437,Brooklyn,40.63524,-74.0039,Private room,55,1,1,6,358
265901814,Manhattan,40.73638,-74.00057,Private room,125,2,0,2,180
127927020,Brooklyn,40.67442,-73.92949,Private room,50,1,4,3,364
127927020,Brooklyn,40.67615,-73.93046,Private room,50,1,5,3,361
127927020,Brooklyn,40.67631,-73.92912,Private room,58,1,2,3,363
50278442,Manhattan,40.80528,-73.96547,Private room,70,30,0,3,328
122178596,Brooklyn,40.62987,-73.94267,Entire home/apt,80,2,0,3,65
188498431,Queens,40.7388,-73.92282,Private room,65,2,3,6,347
94214493,Brooklyn,40.65643,-73.91875,Private room,80,7,0,9,365
260891097,Brooklyn,40.6898,-73.95333,Private room,75,2,0,2,88
268896283,Manhattan,40.81566,-73.94174,Private room,45,1,1,2,73
41829977,Queens,40.74638,-73.87353,Private room,99,1,0,2,161
21261408,Brooklyn,40.68991,-73.96132,Private room,130,1,2,6,345
251817531,Brooklyn,40.68793,-73.95457,Entire home/apt,300,2,0,4,275
178036911,Brooklyn,40.68298,-73.9298,Private room,60,1,4,2,354
121917249,Brooklyn,40.6941,-73.96295,Private room,70,3,0,2,25
178036911,Brooklyn,40.68293,-73.92924,Private room,50,1,5,2,359
121917249,Brooklyn,40.69333,-73.965,Private room,80,7,0,2,37
146776990,Brooklyn,40.65465,-73.93383,Shared room,33,31,0,4,41
219517861,Manhattan,40.70831,-74.00642,Entire home/apt,180,29,0,327,342
219517861,Manhattan,40.70833,-74.00497,Entire home/apt,270,29,0,327,350
106798652,Brooklyn,40.69554,-73.92511,Private room,130,1,0,2,365
221213143,Manhattan,40.74297,-73.98195,Entire home/apt,650,1,0,9,302
33213436,Brooklyn,40.68019,-73.98408,Private room,160,1,1,8,364
61396454,Manhattan,40.75508,-73.96379,Entire home/apt,220,30,0,14,343
61396454,Manhattan,40.75518,-73.96306,Entire home/apt,190,30,0,14,365
243288727,Manhattan,40.76965,-73.99001,Entire home/apt,190,30,0,7,353
243288727,Manhattan,40.76783,-73.98847,Entire home/apt,190,30,0,7,267
243288727,Manhattan,40.76896,-73.98908,Entire home/apt,190,30,0,7,348
26802715,Queens,40.7664,-73.8227,Private room,49,4,0,2,63
243288727,Manhattan,40.76793,-73.9882,Entire home/apt,190,30,0,7,354
73676969,Bronx,40.87852,-73.85003,Private room,36,2,2,3,47
269312373,Manhattan,40.76074,-73.96015,Entire home/apt,340,30,0,2,332
243288727,Manhattan,40.76285,-73.98653,Entire home/apt,300,30,0,7,310
243288727,Manhattan,40.76364,-73.98694,Entire home/apt,300,30,0,7,310
243288727,Manhattan,40.76192,-73.98696,Entire home/apt,190,30,0,7,311
138150256,Brooklyn,40.73171,-73.95374,Private room,50,3,0,2,0
133005440,Brooklyn,40.6811,-73.95823,Entire home/apt,125,2,1,2,342
178272943,Queens,40.67207,-73.78094,Private room,60,1,2,4,79
269312373,Manhattan,40.76139,-73.9625,Entire home/apt,200,30,0,2,365
73676969,Bronx,40.87877,-73.85044,Private room,55,2,0,3,35
23196609,Brooklyn,40.69386,-73.94192,Entire home/apt,100,4,0,2,0
244536777,Manhattan,40.81745,-73.94441,Entire home/apt,225,3,0,2,235
102292061,Brooklyn,40.58624,-73.9448,Private room,50,1,5,3,85
257647514,Brooklyn,40.69185,-73.91073,Entire home/apt,150,3,1,2,21
221200420,Manhattan,40.74554,-73.97368,Entire home/apt,300,30,0,23,349
221200420,Manhattan,40.74833,-73.97253,Entire home/apt,280,30,0,23,336
219908197,Brooklyn,40.71693,-73.94267,Entire home/apt,295,2,1,3,354
221200420,Manhattan,40.74964,-73.97203,Entire home/apt,280,30,0,23,336
393473,Brooklyn,40.69221,-73.95168,Entire home/apt,116,2,4,2,156
256479489,Brooklyn,40.60544,-74.00137,Private room,59,1,0,2,364
79008205,Manhattan,40.75109,-73.97086,Entire home/apt,155,1,0,2,244
79008205,Manhattan,40.75225,-73.97107,Entire home/apt,165,1,0,2,330
73612539,Brooklyn,40.68616,-73.94969,Entire home/apt,195,2,0,2,7
23831257,Brooklyn,40.68269,-73.92931,Private room,50,7,0,2,214
201153591,Queens,40.76595,-73.92656,Entire home/apt,215,2,2,2,153
26802715,Queens,40.76731,-73.8222,Private room,54,4,0,2,68
493545,Brooklyn,40.67398,-73.94669,Entire home/apt,250,1,0,2,22
